Restaurant,Review,Label,Stars,Date
Tian Tian Hainanese Chicken Rice,I was here a last year and it tastes exactly how it did then.,5,4,2017-12-22T00:00:00
The Tippling Club,"One of the staff members spilled one of our other cocktails which we barely touched (and it was sitting for a while) and they didn't take it off the check.Otherwise, we loved it here.",3,5,2015-10-07T00:00:00
328 Katong Laksa,The staff are rude and proud.,3,1,2018-12-10T00:00:00
Happy Chef Western Foods,"Better eat while it is still hot.Nothing unique about the homemade mushroom sauce, as raved about in the video.Perhaps we should have ordered the Fish & Chips instead of Chicken Schnitzel $6.",2,2,2013-08-11T00:00:00
Beirut Grill,"Served with sesame paste dip it is a great way to start of any meal at Beirut Grill.Their halumi cheese on the other hand, was too salty and that overpowered any other flavour your taste buds would have picked up, and seems a tad bit too oily when compared to the other halumi dishes I've tried across Singapore.",2,4,2014-03-25T00:00:00
Boon Tong Kee,The coffee aroma woke up all your senses.,2,5,2012-11-14T00:00:00
Potato Head Folk,It's loud and vibrant.,4,3,2016-05-14T00:00:00
Shanghai Ren Jia,"Was surprised to find a full dining restaurant with ac and modern interior under a non-descript HBD complex, just around the corner of a hawker center.",5,3,2013-07-06T00:00:00
Masa Steak & Hamburg,The chateaubriand was just 150 or 200 grams (can't remember) and it costs $200++.,1,4,2013-08-31T00:00:00
Two Men Bagel House,HANDS DOWN!!!,5,5,2016-08-05T00:00:00
CUT,I wanted the porterhouse so Jerry and I ordered the portion for 2.,5,4,2016-03-25T00:00:00
Dehesa,We had the light tasting Beets ($24) which featured a round of fresh burrata with pickled beetroot and toasted walnuts.,5,5,2017-09-01T00:00:00
DB Bistro Moderne,Wow.,5,5,2013-11-23T00:00:00
Ssikkek Korean Grill BBQ Buffet,It sure wasn't for me.,5,2,2014-02-21T00:00:00
Hawaiian Kitchen ALOHA Ma Maison,Like all Japanese restaurants this place is friendly to kids.,5,3,2013-08-18T00:00:00
Sungei Road Laksa,"A tinge of refreshing sweetness, infused with the coconutty flavors.Gorgeous LaksaThe cockles were not only huge, but very abundantly generous.",2,5,2012-10-14T00:00:00
Jaan,All of their plates looked so aesthetically pleasing to the eyes.,4,5,2016-03-29T00:00:00
Lolla,(Not to mention how gorgeously photogenic it is...) It's great in small quantities - we nibbled on it throughout the course of dinner since it had the tendency to be too heavy.,5,5,2015-12-18T00:00:00
Hai Di Lao,"Even without anything in it, I could have drank bowls and bowls of it already!",2,5,2016-02-23T00:00:00
Jalan Sultan Prawn Mee,"Service there is swift and curt, with no room for small talk.",3,4,2012-08-05T00:00:00
Saveur,Likewise for the angel hair pasta.,5,3,2012-11-17T00:00:00
Outram Park Fried Kway Teow Mee,"Same crazy line at the hawker center, same guy behind the wok, but something different I tasted this time around.",5,4,2016-12-07T00:00:00
Song Fa Bak Kut Teh,Reflecting on this past week of gluttony... i honestly don't feel good about myself.,5,5,2018-11-18T00:00:00
Din Tai Fung,"Perfectly textured dough, perfect amount of moisture, perfect size, perfect temperature and flavor that makes your jaw want to drop (but it can't or soup will spill out!).",2,5,2013-01-22T00:00:00
Ruth's Chris Steak House,"I really loved my dinner at Ruth's Chris, and my mates concur as well.",5,5,2016-04-05T00:00:00
OverEasy,Not too quiet and not too rowdy.,4,4,2012-09-17T00:00:00
Two Men Bagel House,Not entirely.,5,5,2018-04-05T00:00:00
Vietnamese Stall - Sim Lim Square Food Court,I consider this a nice option for quick bite to eat.,5,4,2013-03-17T00:00:00
Hokkaido Ramen Santouka,Better then my expectation.,5,4,2016-01-20T00:00:00
Best Satay,This is the one for sure!,5,5,2019-11-08T00:00:00
Kazu Sumiyaki,"The foie gras, which comes as two small pieces on a stick, was a gem.",2,4,2012-09-20T00:00:00
Din Tai Fung,We heard about these world famous dumplings and needed to check them out.,5,5,2019-11-30T00:00:00
Chapter 55,it didn't leave me swooning but i'd say it's definitely one of the better pizzas i had in Singapore.,5,4,2015-02-15T00:00:00
Hillman Restaurant,The paper chicken is also highly recommended - tender chunks of chicken that are cooked in a thin parchment paper to help seal in the juices.,2,4,2012-10-06T00:00:00
Bread Street Kitchen,Save room for dessert.,5,5,2017-10-13T00:00:00
The Coconut Club,I really liked the crunch.,2,4,2019-01-11T00:00:00
Long Beach Seafood,"For seafood in the Dempsey area, go to the Jumbo Seafood instead!",5,2,2015-11-22T00:00:00
Liao Fan Hawker Chan,Price in this place is unbeatable for the quality and quantity that you received.,1,4,2017-05-01T00:00:00
Ippudo,Came to Ippudo with a couple of colleagues last week.,5,4,2013-05-09T00:00:00
timbre+,This is my 1st time here.,5,4,2016-04-13T00:00:00
Chatterbox,"My meal started out with beef, pork and chicken satay with a sweet peanut sauce.",5,5,2019-09-04T00:00:00
Din Tai Fung,The oriental salad was delicious and my favorite.,2,3,2016-03-13T00:00:00
Sin Huat Seafood Restaurant,We got the crab bee hoon and it was amazing.,2,4,2019-02-23T00:00:00
Sin Huat Seafood Restaurant,Be careful when ordering any of their fresh seafood because it's going to add up.,1,4,2019-02-23T00:00:00
Tatsuya,"So all in all, excellent sushi and service, lacklustre starters, pricey for the quality and amount you are getting.",1,4,2016-07-28T00:00:00
Vietnamese Stall - Sim Lim Square Food Court,The ham and bee hoon too little.,1,5,2019-03-22T00:00:00
PS.Cafe,"But the last time I ordered it, the bread and steak was different and ended up not being as tasty as before.",5,3,2013-01-06T00:00:00
DB Bistro Moderne,I've had everything from their lobster to the steak to the pasta and everything is good.,2,5,2016-10-26T00:00:00
Momma Kong's Crab Shack,It was very good.,5,5,2019-12-18T00:00:00
Sabai,"It is on the water and has a relaxed, upscale vibe.",4,4,2013-04-14T00:00:00
Jumbo Seafood,Do not accept the peanuts they try to give you when you first sit down.,5,2,2016-08-19T00:00:00
Etna Italian Restaurant,"Another is the prices, which are high.",1,4,2014-04-29T00:00:00
Din Tai Fung,BUT WAIT.,5,4,2013-07-01T00:00:00
Basilico,"grilled lamb chops, foie gras and a truffle bread thing) and a birthday cake as my friend decided to have her birthday celebration at Basilico despite the incident as she loved the food.",5,5,2013-03-19T00:00:00
Mellben Seafood,"It was worth the 1 hour wait... With 4 drinks and 2 plates of fried mantou(each plate had 10 mantous) and a crab bee hoon, it cost us $144.",1,5,2014-08-19T00:00:00
Burnt Ends,"Nice to see your food prepared expertly and carefully by the chefs.Service staff was very attentive and also knew their product well, which is always a a plus for me.For my drink, I ordered their Rusty Grains cocktail, which is their very own barrel aged whiskey blend.",3,5,2016-01-30T00:00:00
Meat Smith,I'm not an expert in BBQ (I would love to spend months driving through the southern States just eating BBQ) but I do love ribs.,2,4,2015-11-17T00:00:00
Ah Tai Hainanese Chicken Rice,"On par with Tian Tian, for sure.",5,4,2016-10-28T00:00:00
Wang Dae Bak Korean BBQ,"lethal kimchi, good variety, preferably includes jap chae but if not it's okay.",2,4,2016-07-26T00:00:00
Blue Ginger,The only complaint I have is the pork and crab meatball with bamboo shoots had somewhat of a pungent smell to it.,2,3,2015-12-03T00:00:00
Crystal Jade Golden Palace,Chewy rice flour  dough.Prawn with Mango: 1 starI really didn't like this dish.,2,4,2018-05-16T00:00:00
Ippudo,They have some wasabi prawns which are pretty much consistently good no matter where I've eaten them.,2,4,2013-03-19T00:00:00
Thien Long Vietnamese Restaurant,"I can't describe it, but you can tell that there is a lot of love put into the food.",2,4,2014-09-05T00:00:00
Liao Fan Hawker Chan,"But yes, I'd come back in a heartbeat.",5,4,2018-05-24T00:00:00
Park Bench Deli,"I was greeted by one of the staff with ""what's up bro?""",3,5,2019-02-09T00:00:00
Riders Cafe,"They would still accept walk-ins though, and that's what we did.",3,4,2013-06-08T00:00:00
Hai Di Lao,"The lines started to build after but there are drinks/snacks, games, and even manicures to pass the time.",3,5,2016-12-19T00:00:00
Arnold's Fried Chicken,I mostly ignored them.,5,4,2013-07-07T00:00:00
CUT,I also got the ribeye and the potatoes.,5,4,2018-02-18T00:00:00
Violet Oon's Kitchen,It arrived simply and spoke for itself.,5,5,2018-06-30T00:00:00
Din Tai Fung,Great to have Din Tai Fung at City Square Mall!,5,5,2016-12-25T00:00:00
Kitchen by Food Rebel,Great for quick breakfasts.,5,4,2017-09-22T00:00:00
Shisen Hanten,"And certainly don't buy into the hype about the founder and his father -- true or not, certainly doesn't show up in the food.",5,3,2016-10-15T00:00:00
Harvest Seafood Restaurant,The Sri Lankan Crab was huge.,1,5,2015-06-27T00:00:00
Cafýýýýýýýý Iguana,And yummy chewy cheese!!,2,4,2016-03-04T00:00:00
Platform 1094,"The Chocolate Peanut Butter Cake is interesting good, with a complex flavorful the first spoonful.Tips: ~ Feel free to pick a few props from the side table when posing with your food and Goblet of Fire drink.",2,4,2017-02-09T00:00:00
Hansang Korean Family,My favourite was the kimchi stir-fry pork as the cooked kimchi tasted a lot better with the soggy texture.,2,5,2016-03-03T00:00:00
A Poke Theory,"I opted for the spicy mayo tuna I believe with lemon quinoa and edamame, as well as carrots, and Japanese cucumbers.",5,3,2017-03-20T00:00:00
The Naked Finn,I was intrigued by the kalamansi and sour prune one as my original thought was refreshing and sour (same brief I gave to Zach at Suprette a few nights ago).Turns out coconut was sold out.,5,5,2013-01-16T00:00:00
Li Bai Cantonese Restaurant,Perfect texture.,2,4,2018-01-22T00:00:00
The Bao Makers,"The chicken is juicy, and the skin perfectly crispy and light, and the Japanese tartar sauce is just right.",2,4,2016-03-06T00:00:00
Liao Fan Hawker Chan,All was good.Total price was $22 which is reasonable for the amount of food.,1,4,2017-02-23T00:00:00
Coastes,"I am not usually a fan of Sentosa, largely because I am uncomfortable with its recent evolution into an ostentatious playground for the rich.Coastes, however, has a strong family-oriented vibe during the day, and the set-up by the beach is casual and pleasant.",5,4,2012-08-21T00:00:00
Alaturka,This is my go to place for Turkish Kebabs & Middle eastern fare in Singapore.,5,4,2014-04-08T00:00:00
Hai Di Lao,They even have toys in the cot to entertain the baby.,3,5,2013-07-08T00:00:00
Nassim Hill Bakery Bistro Bar,"Parking was pretty easy but the layout of the building was like a maze and after 5 minutes, my friend and I figured out how to reach the front of this cafe and towards the end, we realized there was another shortcut (next to the lift) and you could walk in from the back door.Ordered these few dishes1) Tonkatsu (entree) - portion was pretty small and it was only an average dish with a high price tag.2) Full sized chili crab (pasta) - didn't have much crab meats in the dish and doesn't look photo worthy like the pictures on the website my friend gave me.3) Two faced pizza - half salami and half blue cheese with arugula.",5,3,2015-08-16T00:00:00
Din Tai Fung,Incredible fried rice (get it w pork chop).,2,5,2016-09-24T00:00:00
Jaan,"A combination of sous vide and roasted, blanched, baked, pickled, pureed, grilled root and leafy seasonal vegetables provided the different textures and that Carrasco ham added a nutty salty balance for that meaty flavor.",2,5,2016-02-16T00:00:00
Burnt Ends,"When your reservation (that you make 3 months in advance) says ""bar seating"" what they really mean is wall seating.",4,1,2018-05-29T00:00:00
Din Tai Fung,"As the other reviewers have pointed out, this place is crowded all the time, so expect there to be a bit of a wait.",3,4,2012-09-06T00:00:00
Old Airport Road Food Centre,Fried prawn and pork rolls were a mixed of sweet and savory flavors.,2,4,2019-05-23T00:00:00
Jai Thai,service is swift and friendly.,3,4,2013-02-15T00:00:00
Jai Thai,Thai iced tea is sweet and plentiful,2,4,2013-02-15T00:00:00
Killiney Kopitiam,"So again, it is white bread with a pat of butter, honey, and Hainanese coconut jam spread.",5,5,2018-04-06T00:00:00
Cherry Garden,"The ambiance is beautiful, with calm music and amazing decor.",4,5,2019-08-30T00:00:00
Dancing Crab,"This location seem hard to find, is at Tue corner that u have to try very hard to locate.",4,4,2018-06-18T00:00:00
PS.Cafe,PS Cafe is no stranger to the cafe market in Singapore.,5,5,2012-08-19T00:00:00
Ah Tai Hainanese Chicken Rice,"Overall, Ah Tai Chicken Rice is worth the money and I will recommend to any one who likes to eat chicken rice in Singapore",1,4,2015-08-26T00:00:00
Supertree by Indochine,"Supertree by Indochine is in the Gardens by the bay, food and atmosphere are great.",4,4,2018-02-15T00:00:00
Long Beach Seafood,Staff was very friendly and helpful.,3,3,2014-07-22T00:00:00
Taste Paradise,"Had dumplings, soup and pork.",5,5,2019-08-07T00:00:00
Liao Fan Hawker Chan,"However, you will pay only 10 or 12 each person.",1,5,2019-12-26T00:00:00
Pu Tien,The decor clearly aspires towards one of the higher end Chinese restaurant empires.,4,4,2012-08-07T00:00:00
Club55,"And with Singapore (especially the Marina Bay Sands area) being as pricey as it is, this buffet is an absolute steal.",1,4,2018-06-05T00:00:00
Hokkaido Ramen Santouka,I highly recommend this place to anyone wanting a happy belly & a fantastic experience!,5,5,2018-11-25T00:00:00
Burnt Ends,Probably a 8/10 execution for the burger and 10/10 for the beef marmalade.,2,4,2017-05-05T00:00:00
Coastes,Get there early and claim a table and then let the kids loose in the sand and the water.,5,5,2015-04-21T00:00:00
Long Beach Seafood,"We started with a live prawn dish with broccoli that was quite good, and also some chicken wings (who doesn't love deep fried chicken wings, mmm).The black pepper crab came out next and the table went silent with everyone enjoying the deliciousness.",2,4,2013-01-18T00:00:00
Sushi Kou,"It's handmade in the restaurant, and not always available.",5,5,2017-08-12T00:00:00
Labyrinth,The beef was perfectly cooked and with the exact amount of layered fat to make it so enjoyable.XO FISHThe fish of the day was red garoupa with a hidden lobster claw served in the Teochew broth.,2,5,2016-03-28T00:00:00
