,Restaurant,Review,Label,Stars,Date,Review_clean
892,Killiney Kopitiam,"As for the food, it's the best kaya toast I've had in Singapore, the laksa and mee rebus are both great, and their kopi c/teh c/yuan yang drinks are all top notch.",2,4,2015-06-12T00:00:00,as for the food it s the best kaya toast i ve had in singapore the laksa and mee rebus are both great and their kopi c teh c yuan yang drinks are all top notch
893,The Black Swan,Evidence of this can be seen where the soft duck meat literally falls off the bone and melts in your mouth.,2,5,2014-12-20T00:00:00,evidence of this can be seen where the soft duck meat literally falls off the bone and melts in your mouth
894,Zam Zam Restaurant,Love the sauce when you eat with biryani.,2,5,2017-12-11T00:00:00,love the sauce when you eat with biryani
895,CUT,"The negroni that I ended up with was softened and rounded off having spent some time in the cask, and it tasted timeless.",2,5,2014-04-16T00:00:00,the negroni that i ended up with was softened and rounded off having spent some time in the cask and it tasted timeless
896,Saveur,"The beef was extremely tender, an easy bite, the stew was not too thick (which i liked).",2,4,2016-07-05T00:00:00,the beef was extremely tender an easy bite the stew was not too thick which i liked
897,Mahota Commune,Our table also ordered the mushroom soup that was smooth and creamy.,2,5,2017-06-02T00:00:00,our table also ordered the mushroom soup that was smooth and creamy
898,Satay By The Bay,Grilled on charcoal - fresh and tasty.,2,5,2017-10-28T00:00:00,grilled on charcoal fresh and tasty
899,Piedra Negra,They make guacamole table side and it was so delicious.,2,5,2014-12-07T00:00:00,they make guacamole table side and it was so delicious
900,Labyrinth,"The savoury radish cake had a crispy edge and was very fragrant, it looked just like a toasty marshmallow.",2,5,2016-03-28T00:00:00,the savoury radish cake had a crispy edge and was very fragrant it looked just like a toasty marshmallow
901,Bread Street Kitchen,"The fish was fresh, not frozen and it was beautifully seasoned.",2,4,2015-12-06T00:00:00,the fish was fresh not frozen and it was beautifully seasoned
902,La Pizzaiola,The ham was nice because it wasn't too salty like parma ham sometimes is.,2,4,2012-07-15T00:00:00,the ham was nice because it wasn t too salty like parma ham sometimes is
903,Song Fa Bak Kut Teh,It's a light flavor that enhances the flavor of the pork itself.,2,5,2019-01-18T00:00:00,it s a light flavor that enhances the flavor of the pork itself
904,Food Opera,Spicy as hell.,2,4,2018-05-20T00:00:00,spicy as hell
905,Jumbo,Absolutely delicious spicy chili crab.,2,4,2019-05-22T00:00:00,absolutely delicious spicy chili crab
906,Liao Fan Hawker Chan,The noodle was perfectly done and the star of the show: the soya chicken...man the meat just melts in your mouth.,2,5,2019-09-17T00:00:00,the noodle was perfectly done and the star of the show the soya chicken man the meat just melts in your mouth
907,Din Tai Fung,The chilli crab bun did not seem spicy enough.,2,4,2015-08-18T00:00:00,the chilli crab bun did not seem spicy enough
908,Song Fa Bak Kut Teh,It was pure deliciousness.,2,5,2018-12-05T00:00:00,it was pure deliciousness
909,Flutes,The truffles were a nice touch as well and didn't take away from the rest of the flavors of the course.,2,3,2014-08-15T00:00:00,the truffles were a nice touch as well and didn t take away from the rest of the flavors of the course
910,Jumbo Seafood,I was expecting it to be a lot spicier than it was but it had too much flavour packed into it to make up for it.,2,5,2016-08-19T00:00:00,i was expecting it to be a lot spicier than it was but it had too much flavour packed into it to make up for it
911,Etna Italian Restaurant,"seafood sweet and tender, these were salted just right and utterly fantastic.we had to round off the starters with some bruschette (it does, after all, take up a fair half page in the menu), and ended up with the etna, which had a slice each topped with chopped tomatoes, a grilled eggplant slice, parma ham and a slab of mozzarella.",2,5,2014-03-03T00:00:00,seafood sweet and tender these were salted just right and utterly fantastic we had to round off the starters with some bruschette it does after all take up a fair half page in the menu and ended up with the etna which had a slice each topped with chopped tomatoes a grilled eggplant slice parma ham and a slab of mozzarella
912,Ah Tai Hainanese Chicken Rice,"Perfectly cooked, very flavorful and the sauces - soy, ginger and chili - were perfect complements to the dish!As it turns out, the original chef from Anthony Bourdain's show move down this food stall.",2,5,2015-11-06T00:00:00,perfectly cooked very flavorful and the sauces soy ginger and chili were perfect complements to the dish as it turns out the original chef from anthony bourdain s show move down this food stall
913,CreatureS,"Also the Rainbow Cheesecake is the best cheesecake I've ever eaten in my life - and I used to live and eat for a living in the home of cheesecake - NYC.Nearly every dish that I've tried here is a 5+ star taste, all of it feeling like a first-class home cooked meal.",2,5,2016-06-15T00:00:00,also the rainbow cheesecake is the best cheesecake i ve ever eaten in my life and i used to live and eat for a living in the home of cheesecake nyc nearly every dish that i ve tried here is a star taste all of it feeling like a first class home cooked meal
914,Red House,"We also had barbecued fresh shrimp,these were similarly succulent and sweet.",2,5,2016-05-08T00:00:00,we also had barbecued fresh shrimp these were similarly succulent and sweet
915,Cook & Brew,The fish (lobster) & chip was nice too as the batter was crispy.,2,3,2015-09-23T00:00:00,the fish lobster chip was nice too as the batter was crispy
916,Cook & Brew,The casing was tender and the sausage was really delicious.,2,5,2015-07-22T00:00:00,the casing was tender and the sausage was really delicious
917,Din Tai Fung,Soup dumplings are all around crazy good.,2,4,2015-05-10T00:00:00,soup dumplings are all around crazy good
918,Hong Kong Dim Sum,"The prawn dumpling soup has generously stuffed dumplings livened with shredded black fungus and shrimp, crunchy goodness!",2,3,2016-02-13T00:00:00,the prawn dumpling soup has generously stuffed dumplings livened with shredded black fungus and shrimp crunchy goodness
919,Hokkaido Ramen Santouka,It comes with a thick broth that tends to be too salty to drink but you can dilute its saltiness with tea and drink it as a soup.,2,4,2012-08-25T00:00:00,it comes with a thick broth that tends to be too salty to drink but you can dilute its saltiness with tea and drink it as a soup
920,Violet Oon Satay & Grill,The food is well plated with many delicious options - it's a safe place to explore seasonings and spice.,2,4,2018-07-14T00:00:00,the food is well plated with many delicious options it s a safe place to explore seasonings and spice
921,Zam Zam Restaurant,"It's got a good mix of spices for complexity, and although the mutton was tender and easy to peel, I've had better.",2,4,2018-06-13T00:00:00,it s got a good mix of spices for complexity and although the mutton was tender and easy to peel i ve had better
922,Jumbo Seafood,"The crab is perfectly seasoned in a garlic, ginger, chili sauce that complements the taste of crab - does not over power so the taste of crab comes through - there is so much of it, you'll want to have it over rice.",2,5,2014-06-11T00:00:00,the crab is perfectly seasoned in a garlic ginger chili sauce that complements the taste of crab does not over power so the taste of crab comes through there is so much of it you ll want to have it over rice
923,Hainanese Delicacy Chicken Rice,The chicken was so juicy and flavourful... unlike some of the dry chicken I've had back home.,2,5,2015-04-08T00:00:00,the chicken was so juicy and flavourful unlike some of the dry chicken i ve had back home
924,The Meeting Place,The seafood are fresh and the chef is able to cook all the dishes to perfect tenderness!,2,5,2017-06-24T00:00:00,the seafood are fresh and the chef is able to cook all the dishes to perfect tenderness
925,Margarita's Dempsey Hill,"The fajitas was delicious, I love their margarita presentation (basically served in a bottle of patron) and their chips and other dishes were pretty good.",2,4,2018-04-29T00:00:00,the fajitas was delicious i love their margarita presentation basically served in a bottle of patron and their chips and other dishes were pretty good
926,Le Bistrot Du Sommelier,The onglet steak has a lot of flavor.,2,5,2014-12-06T00:00:00,the onglet steak has a lot of flavor
927,The Sushi Bar,"Though fatty and plump, the salmon itself is not particularly flavourful.",2,3,2016-05-09T00:00:00,though fatty and plump the salmon itself is not particularly flavourful
928,Saveur,The pasta dish was simple but had tons of flavor.,2,5,2013-11-26T00:00:00,the pasta dish was simple but had tons of flavor
929,Fat Cow,"Most of us ordered the donburi despite the carbo threat - honestly, don't waste a single grain of the perfectly plump, chewy, sticky short-grain rice; it's that good.",2,5,2012-08-10T00:00:00,most of us ordered the donburi despite the carbo threat honestly don t waste a single grain of the perfectly plump chewy sticky short grain rice it s that good
930,Da Lian Traditional Noodles,Tastes good but it burns.,2,3,2018-02-22T00:00:00,tastes good but it burns
931,The Naked Finn,It tasted like crispy sesame seed oil.,2,5,2018-05-31T00:00:00,it tasted like crispy sesame seed oil
932,Vatos Urban Tacos,The Mexican flavoring was on the light side.,2,3,2016-02-15T00:00:00,the mexican flavoring was on the light side
933,Singapore Seafood Republic,I felt like the soy sauce flavor could have come out stronger than it did in the chicken.,2,4,2018-06-22T00:00:00,i felt like the soy sauce flavor could have come out stronger than it did in the chicken
934,Fratini La Trattoria,"And of course, the food is excellent.",2,5,2014-03-14T00:00:00,and of course the food is excellent
935,Hambaobao,Fish was flaky but the salt overpowered the taste.,2,3,2017-06-10T00:00:00,fish was flaky but the salt overpowered the taste
936,Tai Hwa Pork Noodle,"Their pork dumplings are simply delicious and my family always makes it a point to order an extra bowl to share, on top of our S$5 bowl of minced pork noodle.We have tried many stalls of such noodles and I dare say that Tai Hwa rates as one of the best.",2,5,2019-09-24T00:00:00,their pork dumplings are simply delicious and my family always makes it a point to order an extra bowl to share on top of our s bowl of minced pork noodle we have tried many stalls of such noodles and i dare say that tai hwa rates as one of the best
937,Saveur,"However, the food was mediocre and left no lasting impression.",2,2,2016-05-16T00:00:00,however the food was mediocre and left no lasting impression
938,DB Bistro Moderne,"I am amazed that the duck confit was so well done that it was so soft and delicate (the fact that the duck meat was even tender than coq au vin's chicken drumsticks, makes me felt worst over it) and the caramelized onions add an extra sweetness to the meat.",2,4,2012-09-27T00:00:00,i am amazed that the duck confit was so well done that it was so soft and delicate the fact that the duck meat was even tender than coq au vin s chicken drumsticks makes me felt worst over it and the caramelized onions add an extra sweetness to the meat
